gesto,muneca_Y,muneca_X,indicep_Y,indicep_X,indicet_Y,indicet_X,corazonp_Y,corazonp_X,corazont_Y,corazont_X,anularp_Y,anularp_X,anulart_Y,anulart_X,meniquep_Y,meniquep_X,meniquet_Y,meniquet_X
2,0.6964344382286072,0.4340957999229431,0.29846206307411194,0.6515616178512573,0.10236793756484985,0.7110217213630676,0.24927093088626862,0.4965308904647827,0.024313032627105713,0.478731632232666,0.2766636610031128,0.4066409468650818,0.07552826404571533,0.43055054545402527,0.341887503862381,0.2891741394996643,0.18166279792785645,0.27778539061546326
2,0.6968414783477783,0.4351721405982971,0.29513421654701233,0.6537714004516602,0.10207867622375488,0.717931866645813,0.2447405457496643,0.5001857876777649,0.013799518346786499,0.48625829815864563,0.27452734112739563,0.40906813740730286,0.06614547967910767,0.4293898344039917,0.3419525921344757,0.2919470965862274,0.18481743335723877,0.28300678730010986
2,0.690653920173645,0.44115427136421204,0.29002276062965393,0.6684938073158264,0.08936452865600586,0.7324135303497314,0.24116548895835876,0.515285849571228,0.021000683307647705,0.49357518553733826,0.26712149381637573,0.4218061864376068,0.06655299663543701,0.44651612639427185,0.33028143644332886,0.299172967672348,0.16907933354377747,0.29570263624191284
2,0.6899400353431702,0.4492220878601074,0.2888224124908447,0.6824405193328857,0.09182232618331909,0.7488094568252563,0.2339177131652832,0.5290998220443726,0.011577129364013672,0.5116303563117981,0.2588029205799103,0.4349122643470764,0.05621093511581421,0.45932871103286743,0.32199859619140625,0.3107176423072815,0.1602167785167694,0.3074479103088379
2,0.6864135265350342,0.46132683753967285,0.28224554657936096,0.6970301866531372,0.0848081111907959,0.7750937938690186,0.23361988365650177,0.5470031499862671,0.00628778338432312,0.5339235067367554,0.2580835819244385,0.4491901397705078,0.05100715160369873,0.4781275987625122,0.31629037857055664,0.32109272480010986,0.15194466710090637,0.31645774841308594
2,0.6879892349243164,0.4630703926086426,0.2877354621887207,0.7183021903038025,0.08842501044273376,0.793591320514679,0.22863538563251495,0.5645676851272583,-0.0003419220447540283,0.5564717650413513,0.25343820452690125,0.4638347625732422,0.04651162028312683,0.4959564208984375,0.3125016987323761,0.3339042663574219,0.14235919713974,0.33170175552368164
2,0.6910536289215088,0.4711001515388489,0.2914290428161621,0.7279092073440552,0.09474706649780273,0.8071937561035156,0.23413103818893433,0.5789273381233215,0.009450554847717285,0.5794500708580017,0.25284475088119507,0.47339943051338196,0.043646544218063354,0.5139738321304321,0.3063805401325226,0.3454611003398895,0.13637426495552063,0.3521821200847626
2,0.6986854672431946,0.4666880965232849,0.2990741729736328,0.729870080947876,0.10263735055923462,0.8091282248497009,0.23893322050571442,0.5820494890213013,0.006073623895645142,0.5851910710334778,0.2590254545211792,0.4769343435764313,0.05043131113052368,0.519659698009491,0.31364089250564575,0.34550875425338745,0.1397850513458252,0.35146400332450867
2,0.7097512483596802,0.45323649048805237,0.31522029638290405,0.7138274908065796,0.12110841274261475,0.7927826046943665,0.25087350606918335,0.5672786831855774,0.022634029388427734,0.5776667594909668,0.2719939947128296,0.4645516276359558,0.07291704416275024,0.5019287467002869,0.325470507144928,0.33479243516921997,0.1599676012992859,0.3397473394870758
2,0.7200042605400085,0.4301657974720001,0.3300516605377197,0.6903770565986633,0.1403815746307373,0.7680565118789673,0.26447582244873047,0.5478960871696472,0.037587255239486694,0.5633028745651245,0.2856335937976837,0.4467417299747467,0.08551153540611267,0.4883193075656891,0.3382095694541931,0.3171933889389038,0.1743341088294983,0.32857847213745117
2,0.739254891872406,0.41436392068862915,0.3432958424091339,0.6706129908561707,0.1619606614112854,0.7469786405563354,0.27988412976264954,0.5312640070915222,0.061696261167526245,0.5505437254905701,0.30328303575515747,0.43096232414245605,0.10620728135108948,0.4684576988220215,0.35309475660324097,0.307197630405426,0.1932905614376068,0.31733766198158264
2,0.7497406005859375,0.4086850583553314,0.35307592153549194,0.6676636338233948,0.16640838980674744,0.7464323043823242,0.29346704483032227,0.5292007923126221,0.0753975510597229,0.5475752353668213,0.3159262537956238,0.4273416996002197,0.1207740306854248,0.46332675218582153,0.36203640699386597,0.30538034439086914,0.19867470860481262,0.31440502405166626
2,0.7574261426925659,0.4144412875175476,0.3627904951572418,0.6869170665740967,0.173996239900589,0.7630252838134766,0.2964618504047394,0.5402843952178955,0.07860282063484192,0.5525147914886475,0.3162674605846405,0.4350084960460663,0.1201833188533783,0.46256208419799805,0.36729341745376587,0.31176280975341797,0.20775184035301208,0.31994256377220154
2,0.7722678780555725,0.43293333053588867,0.36466193199157715,0.7167291045188904,0.16799002885818481,0.792717695236206,0.293768048286438,0.5654305815696716,0.06835755705833435,0.5761101841926575,0.3124176859855652,0.45412811636924744,0.11030846834182739,0.4800461530685425,0.37019282579421997,0.32613644003868103,0.20315507054328918,0.33584272861480713
2,0.7870429158210754,0.4411976933479309,0.37582945823669434,0.7354314923286438,0.17538467049598694,0.817816436290741,0.3055708110332489,0.5815988779067993,0.07699918746948242,0.5896228551864624,0.32479745149612427,0.46532729268074036,0.11397472023963928,0.4926638603210449,0.37677380442619324,0.33978843688964844,0.20614898204803467,0.34749627113342285
2,0.8107867240905762,0.4558336138725281,0.3760848045349121,0.7580704092979431,0.17227056622505188,0.8363280296325684,0.3072924017906189,0.5991819500923157,0.07617422938346863,0.6090530753135681,0.32689017057418823,0.47909364104270935,0.11307528614997864,0.5038612484931946,0.3824583888053894,0.35324329137802124,0.21460658311843872,0.3658697009086609
